,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
7162,36,0,2,6,0,0,0,1,6,2,792,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
7163,31,0,1,3,1,2,0,1,6,2,199,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7164,36,4,1,6,1,2,0,1,6,2,488,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7165,51,7,1,1,0,2,0,1,6,2,176,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7166,48,3,0,0,1,2,2,1,6,2,123,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7167,51,1,1,1,1,2,2,1,6,2,88,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7168,41,9,1,5,1,2,0,1,6,2,768,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7169,37,1,2,5,0,2,0,1,6,2,105,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7170,46,1,1,0,1,2,0,1,6,2,101,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7171,54,5,1,0,0,0,0,1,6,2,225,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7172,49,0,2,7,1,2,0,1,6,2,122,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7173,41,1,1,2,1,1,1,1,6,2,52,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7174,52,6,2,6,1,2,0,1,6,2,150,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7175,30,9,1,6,1,2,0,1,6,2,399,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7176,30,1,1,2,0,2,0,1,6,2,58,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7177,42,0,1,3,0,0,0,1,6,2,260,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7178,37,9,2,6,0,2,0,1,6,2,199,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7179,35,11,1,2,0,0,0,1,6,2,241,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7180,34,1,1,2,0,2,0,1,6,2,399,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7181,49,4,1,0,0,2,0,1,6,2,637,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7182,53,6,1,0,0,0,0,1,6,2,107,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7183,30,0,2,6,0,2,0,1,6,2,68,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7184,41,0,2,6,1,2,0,1,6,2,137,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7185,35,1,1,0,0,0,0,1,6,2,182,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7186,55,3,2,2,0,0,0,1,6,2,553,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7187,27,1,1,0,0,2,0,1,6,2,310,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7188,30,0,2,6,0,2,0,1,6,2,206,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7189,33,1,2,0,0,0,0,1,6,2,119,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7190,33,0,1,3,0,2,0,1,6,2,764,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7191,49,0,1,1,1,0,2,1,6,2,29,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7192,39,7,1,0,0,0,0,1,6,2,126,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7193,25,0,1,6,0,2,0,1,6,2,251,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7194,35,6,1,6,0,0,2,1,6,2,188,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7195,37,10,1,5,0,0,0,1,6,2,368,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7196,34,9,1,5,0,0,0,1,6,2,414,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7197,32,1,1,2,1,0,0,1,6,2,128,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7198,38,7,2,3,0,2,0,1,6,2,685,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7199,37,6,2,6,1,2,0,1,6,2,512,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7200,31,7,2,3,1,2,0,1,6,2,102,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7201,45,0,1,2,0,2,0,1,6,2,1611,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7202,35,9,2,6,1,2,0,1,6,2,44,15,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7203,31,1,1,2,0,2,0,1,6,2,203,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7204,41,1,1,1,0,0,0,1,6,2,74,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7205,29,6,1,6,0,0,0,1,6,2,118,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7206,35,1,2,7,0,0,0,1,6,2,725,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7207,50,1,1,0,1,2,0,1,6,2,100,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7208,56,9,1,5,1,2,0,1,6,2,124,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7209,50,0,1,2,0,0,0,1,6,2,752,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7210,25,6,2,6,0,0,0,1,6,2,241,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7211,29,7,2,3,0,2,0,1,6,2,430,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7212,37,1,0,2,1,2,0,1,6,2,219,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7213,33,6,2,6,0,2,0,1,6,2,67,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7214,41,9,2,5,0,2,0,1,6,2,294,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7215,44,1,0,1,1,2,0,1,6,2,318,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7216,34,8,2,0,1,2,0,1,6,2,1185,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7217,38,0,2,2,0,0,2,1,6,2,110,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7218,37,7,1,3,0,2,0,1,6,2,58,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7219,35,1,1,0,1,0,0,1,6,2,386,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7220,52,10,1,3,1,0,0,1,6,2,218,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7221,40,9,1,3,0,0,0,1,6,2,191,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7222,43,9,1,6,1,0,0,1,6,2,84,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7223,25,7,2,3,0,0,0,1,6,2,130,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7224,53,7,1,3,1,0,0,1,6,2,113,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7225,36,1,1,2,1,2,0,1,6,2,744,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7226,59,0,1,3,0,2,0,1,6,2,76,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7227,46,2,1,5,1,2,0,1,6,2,187,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7228,57,6,2,3,1,0,0,1,6,2,587,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7229,45,9,1,6,0,2,0,1,6,2,336,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7230,36,4,1,6,0,2,0,1,6,2,59,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7231,37,0,1,6,0,2,0,1,6,2,72,12,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7232,31,9,1,5,0,0,0,1,6,2,127,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7233,46,0,1,7,1,2,0,1,6,2,352,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7234,28,9,1,3,0,2,0,1,6,2,347,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7235,52,1,1,0,0,2,0,1,6,2,286,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7236,59,1,1,2,1,0,0,1,6,2,668,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7237,59,0,1,6,0,2,2,1,6,2,29,9,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7238,38,1,1,0,1,0,0,1,6,2,211,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7239,25,7,2,7,0,2,2,1,6,2,175,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7240,36,1,1,2,0,2,0,1,6,2,55,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7241,58,3,1,0,1,0,0,1,6,2,324,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7242,35,0,1,3,0,2,0,1,6,2,228,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7243,32,1,2,6,0,2,0,1,6,2,128,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7244,27,8,2,3,1,2,0,1,6,2,38,9,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7245,34,9,1,6,0,0,0,1,6,2,96,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7246,50,1,1,0,1,0,0,1,6,2,18,16,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7247,32,0,0,6,0,2,0,1,6,2,147,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7248,37,0,2,6,0,2,0,1,6,2,900,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
7249,53,4,1,6,1,1,1,1,6,2,135,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7250,33,0,1,6,0,2,0,1,6,2,56,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7251,46,1,1,1,0,2,0,1,6,2,39,22,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7252,40,1,1,0,1,0,0,1,6,2,144,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7253,51,10,1,0,1,2,0,1,6,2,249,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7254,39,1,1,1,1,0,0,1,6,2,286,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7255,42,1,1,0,0,2,0,1,6,2,384,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7256,52,1,1,0,1,0,0,1,6,2,183,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7257,37,9,1,6,0,2,0,1,6,2,240,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7258,36,0,1,6,0,2,2,1,6,2,238,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7259,35,1,1,2,1,0,0,1,6,2,225,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7260,41,1,1,0,1,2,0,1,6,2,151,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7261,33,7,2,3,0,0,0,1,6,2,194,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7262,29,0,1,6,0,0,0,1,6,2,273,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7263,46,1,1,0,1,2,0,1,6,2,431,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7264,30,1,1,2,0,2,0,1,6,2,57,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7265,55,5,1,6,1,2,0,1,6,2,720,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7266,42,0,2,6,1,2,0,1,6,2,814,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
7267,48,7,1,3,0,2,0,1,6,2,859,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7268,32,7,1,3,1,2,2,1,6,2,184,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7269,56,4,0,2,1,2,0,1,6,2,313,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7270,48,9,1,5,1,0,0,1,6,2,142,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7271,40,9,1,2,1,0,2,1,6,2,171,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7272,38,9,2,6,0,2,2,1,6,2,245,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7273,38,1,2,1,0,0,0,1,6,2,238,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7274,41,1,1,5,0,0,0,1,6,2,53,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7275,39,4,1,1,0,2,0,1,6,2,364,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7276,45,0,1,2,1,0,2,1,6,2,191,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7277,46,6,1,0,1,0,0,1,6,2,35,24,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7278,54,1,1,6,0,0,2,1,6,2,106,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7279,29,7,2,0,0,2,0,1,6,2,382,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7280,51,1,1,2,0,0,0,1,6,2,191,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7281,41,2,1,2,0,2,0,1,6,2,483,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7282,54,1,2,0,0,0,0,1,6,2,253,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7283,31,0,0,6,0,2,2,1,6,2,328,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7284,54,0,1,6,1,0,2,1,6,2,82,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7285,54,9,0,6,0,0,2,1,6,2,155,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7286,36,0,0,3,0,2,0,1,6,2,233,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7287,31,6,1,6,0,0,2,1,6,2,66,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7288,30,9,2,6,1,2,0,1,6,2,1109,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
7289,58,5,1,2,1,2,0,1,6,2,828,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
7290,55,0,1,3,0,0,2,1,6,2,134,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7291,37,1,2,2,1,0,0,1,6,2,96,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7292,55,9,1,6,0,2,0,1,6,2,197,9,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7293,30,1,1,2,0,2,2,1,6,2,645,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7294,39,1,1,0,0,2,2,1,6,2,81,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7295,27,7,2,5,0,0,0,1,6,2,201,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7296,34,1,1,1,0,0,0,1,6,2,248,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7297,53,7,1,3,1,0,0,1,6,2,2260,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7298,52,5,1,2,1,0,0,1,6,2,91,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7299,51,1,0,0,0,2,0,1,6,2,660,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7300,49,9,1,2,0,2,0,1,6,2,182,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7301,37,4,1,2,0,0,0,1,6,2,30,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7302,53,5,1,0,0,0,0,1,6,2,101,23,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7303,53,3,2,0,1,0,0,1,6,2,54,15,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7304,59,4,1,0,1,2,0,1,6,2,374,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7305,55,9,0,6,1,0,0,1,6,2,216,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7306,34,1,1,2,0,0,0,1,6,2,76,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7307,37,7,1,3,1,2,2,1,6,2,73,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7308,45,11,1,7,0,0,2,1,6,2,62,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7309,50,1,2,0,0,0,0,1,6,2,152,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7310,35,7,1,3,0,0,0,1,6,2,86,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7311,28,7,2,3,0,0,0,1,6,2,95,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7312,36,2,1,6,0,2,0,1,6,2,23,15,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7313,37,3,1,6,1,2,0,1,6,2,25,11,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7314,35,7,2,3,0,2,2,1,6,2,151,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7315,26,9,2,5,0,0,0,1,6,2,95,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7316,32,7,1,3,0,2,0,1,6,2,52,8,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7317,32,1,1,1,0,2,0,1,6,2,52,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7318,59,0,2,6,0,2,2,1,6,2,421,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7319,45,1,1,1,1,2,0,1,6,2,322,11,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7320,30,7,2,3,0,2,0,1,6,2,52,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7321,27,1,1,0,1,0,0,1,6,2,340,7,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7322,48,0,0,3,0,2,0,1,6,2,139,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7323,59,1,1,0,1,0,0,1,6,2,763,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
7324,35,1,1,2,1,0,0,1,6,0,288,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7325,35,1,2,6,0,2,2,1,6,0,231,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7326,37,1,1,0,0,0,0,1,6,0,120,17,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7327,38,1,1,3,1,2,0,1,6,0,203,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7328,39,1,1,2,0,0,2,1,6,0,67,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7329,42,1,1,7,1,1,1,1,6,0,311,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7330,57,9,1,6,0,0,0,1,6,0,50,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7331,42,3,2,0,0,2,0,1,6,0,86,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7332,25,1,2,3,0,2,0,1,6,0,139,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7333,54,6,1,5,1,0,0,1,6,0,235,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7334,46,4,1,2,0,0,0,1,6,0,43,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7335,34,2,1,0,0,2,0,1,6,0,233,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7336,44,1,1,3,0,2,0,1,6,0,230,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7337,42,7,1,5,0,0,0,1,6,0,177,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7338,42,7,1,5,0,2,0,1,6,0,149,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7339,58,1,1,0,1,2,2,1,6,0,422,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7340,41,1,1,2,1,0,0,1,6,0,121,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7341,41,4,2,3,0,2,0,1,6,0,324,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7342,48,1,1,1,0,0,0,1,6,0,287,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7343,33,1,2,2,0,2,2,1,6,0,58,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7344,58,7,1,0,0,0,0,1,6,0,226,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7345,42,0,2,2,1,0,0,1,6,0,153,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7346,52,6,1,6,0,0,0,1,6,0,151,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7347,31,9,2,6,0,2,0,1,6,0,57,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7348,39,0,2,6,1,0,0,1,6,0,31,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7349,35,1,1,0,1,0,0,1,6,0,118,6,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7350,28,7,1,3,0,2,0,1,6,0,133,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7351,32,1,2,2,0,0,0,1,6,0,171,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7352,37,9,2,6,0,0,0,1,6,0,62,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7353,36,1,2,2,1,0,0,1,6,0,45,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7354,51,1,1,1,0,2,0,1,6,0,91,9,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7355,34,0,1,3,0,0,0,1,6,0,172,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7356,40,0,1,3,0,2,2,1,6,0,498,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7357,47,1,1,2,0,0,0,1,6,0,85,7,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7358,43,0,1,6,0,2,0,1,6,0,224,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7359,34,3,0,3,0,0,0,1,6,0,553,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
7360,30,0,1,6,0,2,0,1,6,0,242,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7361,35,1,0,2,0,0,2,1,6,0,192,6,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7362,45,9,1,5,1,0,0,1,6,0,207,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7363,52,1,1,0,1,0,0,1,6,0,711,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7364,26,0,2,3,0,2,0,1,6,0,160,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7365,36,0,2,6,0,0,0,1,6,0,147,5,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7366,42,0,2,6,0,2,0,1,6,0,87,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7367,30,0,1,3,0,0,0,1,6,0,199,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7368,37,1,3,1,1,0,2,1,6,0,34,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7369,35,1,2,2,0,2,0,1,6,0,65,7,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7370,33,2,1,6,0,2,0,1,6,0,150,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7371,38,1,1,2,0,2,2,1,6,0,57,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7372,34,0,2,6,0,0,0,1,6,0,234,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7373,28,1,2,2,0,0,0,1,6,0,521,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7374,33,0,1,6,0,2,0,1,6,0,555,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7375,39,0,1,6,0,2,0,1,6,0,86,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7376,26,1,2,2,0,0,0,1,6,0,204,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7377,36,3,1,3,0,0,0,1,6,0,222,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7378,35,0,2,3,0,0,0,1,6,0,162,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7379,33,6,1,1,0,0,0,1,6,0,648,5,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7380,34,7,1,3,0,0,2,1,6,0,659,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7381,27,8,2,6,1,0,0,1,6,0,867,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7382,41,0,2,3,0,0,2,1,6,0,96,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7383,34,1,1,2,1,2,0,1,6,0,123,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7384,25,0,1,6,0,0,0,1,6,0,56,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7385,34,10,1,7,0,2,0,1,6,0,54,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7386,50,0,1,6,0,2,0,1,6,0,152,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7387,25,1,1,1,0,0,0,1,6,0,25,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7388,26,0,1,3,1,0,0,1,6,0,120,6,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7389,37,6,0,6,0,2,0,1,6,0,491,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7390,49,2,1,6,1,0,0,1,6,0,379,17,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7391,37,1,1,2,1,0,0,1,6,0,343,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7392,32,10,2,3,1,2,2,1,6,0,289,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7393,50,1,1,0,1,0,0,1,6,0,574,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7394,51,7,1,3,1,2,0,1,6,0,85,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7395,55,11,1,7,1,0,0,1,6,0,319,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7396,49,7,1,3,0,2,2,1,6,0,108,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7397,40,7,1,3,0,0,2,1,6,0,762,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
7398,52,1,2,7,1,0,0,1,6,0,80,3,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7399,55,11,1,7,1,2,0,1,6,0,449,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7400,38,0,2,6,0,2,0,1,6,0,198,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7401,52,6,1,6,0,2,0,1,6,0,135,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7402,34,7,1,3,0,2,0,1,6,0,69,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7403,44,0,0,6,1,2,0,1,6,0,55,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
7404,48,1,1,1,0,2,0,1,6,0,290,5,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
7405,26,9,1,1,0,2,0,1,6,0,138,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
